,country,year,contamination_ml,population_ml,PBI_ml,forest_ml,wage_ml,life_expect_ml
298,Greece,1993,1041.0230000000001,83773845.96599999,250915.3672,2231.0,24956.655323809864,77.6
299,Greece,1994,1020.433,84240589.49000001,253560.8498,2398.0,20485.96515947777,77.8
300,Greece,1995,929.175,84726053.01400001,262339.5031,1856.0,16015.274995145677,77.8
301,Greece,1996,930.553,85210604.58600003,273309.1314,2009.0,16296.525455503433,78.0
302,Greece,1997,925.742,85733168.04599999,281192.6972,1985.0,18073.493116069465,78.4
303,Greece,1998,926.127,86284585.32200003,300537.0255,1691.0,18499.23179840563,78.4
304,Greece,1999,927.946,86660960.551,308350.1513,2215.0,19186.65963568543,78.5
305,Greece,2000,878.802,87041279.91700003,323427.336,1972.0,19768.96886751217,78.6
306,Greece,2001,878.298,87322380.83799998,336387.5934,1529.0,20307.152166969234,79.1
307,Greece,2002,816.803,87477185.713,349918.7989,1586.0,22297.61447173447,79.2
308,Greece,2003,779.044,87728193.04200001,375903.5489,1650.0,23413.53827732653,79.3
309,Greece,2004,772.743,88000164.235,385818.9406,1693.0,24031.550957726064,79.4
310,Greece,2005,717.7510000000001,88329087.265,386377.0144,1601.0,24136.944410926066,79.7
311,Greece,2006,739.132,88685412.113,416636.12299999996,1666.0,24630.940052823265,79.9
312,Greece,2007,673.3910000000001,89009812.874,439013.5475,1587.0,24866.664457924635,79.7
313,Greece,2008,630.5830000000001,89330621.814,447518.4765,1466.0,24778.5387230874,80.3
314,Greece,2009,575.872,89631043.24300005,428248.9912,1267.0,26014.17434211337,80.4
315,Greece,2010,521.9830000000001,89799101.19399999,403224.1164,1838.0,24527.175091218505,80.7
316,Greece,2011,477.426,89704357.60299997,363031.8078,1833.75,23073.010882706065,80.8
317,Greece,2012,504.00699999999995,89253706.37299998,327984.5457,1711.879,22054.394612367538,80.7
318,Greece,2013,417.793,88650835.177,305029.8575,1596.4270000000001,20517.883206915834,81.4
319,Greece,2014,417.175,88120879.76399997,2035115682.10144,1431.9260000000002,20758.249534991966,81.5
320,Greece,2015,396.88800000000003,87614242.25799999,295567.1831,7164.613,20493.3561937368,81.1
321,Greece,2016,352.02099999999996,87310199.93800001,295998.5891,12897.3,20390.512778974702,81.5
322,Greece,2017,366.49699999999996,87196221.721,310500.7028,18629.987,20403.7430310373,81.4
324,Hungary,1991,1304.714,82453978.77500002,4088003259192900.0,23958.0452,339226.9792169735,69.6
325,Hungary,1992,1034.185,82509585.00600001,3830405068514900.0,23553.4164,498638.59730994154,69.4
326,Hungary,1993,1118.705,82501104.89799997,3.47416649344195e+16,23148.7876,658050.2154029097,69.4
327,Hungary,1994,994.1030000000001,82470934.695,3.19729625794513e+16,22744.158799999997,817461.8334958778,69.8
328,Hungary,1995,963.625,82421138.479,1.02964221968724e+16,22339.53,976873.4515888458,70.1
329,Hungary,1996,933.75,82330154.142,8036144210214900.0,23418.575,1022615.8631454436,70.7
330,Hungary,1997,883.243,82239503.606,9127803252163000.0,23664.581,1097666.0293212736,71.1
331,Hungary,1998,809.709,82141912.95899999,1.74960698912133e+16,23443.567,1149614.9387439955,71.1
332,Hungary,1999,785.943,82014715.778,1.93208912930442e+16,24329.59,1173244.1156382235,71.2
333,Hungary,2000,829.4580000000001,81927552.062,1.75433190392809e+16,24900.622,1257584.4061829287,71.9
334,Hungary,2001,839.0010000000001,81868592.32000001,1.13411903877928e+16,24794.586,1391888.6572961088,72.5
335,Hungary,2002,691.076,81745432.74699998,1.64821613213424e+16,24910.581,1492721.9867714758,72.5
336,Hungary,2003,816.6410000000001,81628843.332,1.99881784788669e+16,25177.576,1658558.4518772184,72.6
337,Hungary,2004,749.819,81594718.039,2.28435036939252e+16,25272.567,1795617.74201693,73.0
338,Hungary,2005,681.7310000000001,81574529.08099999,1.68946389140535e+16,26006.556,1893888.6045049902,73.0
339,Hungary,2006,581.683,81563972.40599999,1.32623270853315e+16,26620.511,1955021.0318228432,73.5
340,Hungary,2007,539.222,81514596.00099996,1.01253470313636e+16,25166.512,1977219.4477676733,73.6
341,Hungary,2008,480.371,81411341.81799999,1.00583687088811e+16,26256.529,2047569.706898603,74.2
342,Hungary,2009,521.197,81302653.84500001,469166118580700.0,26009.508,2005903.5998712247,74.4
343,Hungary,2010,523.145,81141711.652,649232532586300.0,26972.565,2063001.57213178,74.7
344,Hungary,2011,530.0880000000001,80896365.24499999,140687885728300.0,28100.618,2096764.530517019,75.0
345,Hungary,2012,545.515,80634429.303,139872549802000.0,27378.593,2081516.4098586654,75.2
346,Hungary,2013,537.817,80373363.689,26695743455150.0,27675.603,2104209.681995198,75.7
347,Hungary,2014,460.125,80105496.21700001,405966754304800.0,26973.576,2094251.6450467824,75.9
348,Hungary,2015,444.916,79858362.73200001,34785204.0,26732.564,2035558.2428420067,75.7
349,Hungary,2016,436.43,79572353.19799998,27369381200.0,26522.564,2127519.742192831,76.2
350,Hungary,2017,422.376,79328857.60099998,1234372402800.0,26877.583,2298593.8614525218,75.9
351,Iceland,1990,275.221,1973697.252,1213767.8903,22398.019166666665,2526546.1428155308,78.1
352,Iceland,1991,270.454,1996806.3039999998,1272376.4518,17918.45533333333,2775149.572518179,78.1
353,Iceland,1992,265.219,2021859.641,1206548.0923,13438.891500000002,2704778.866534232,78.8
354,Iceland,1993,261.801,2042607.3069999998,1169851.585,8959.327666666668,2588021.649660479,79.0
355,Iceland,1994,259.514,2061582.9739999997,1187615.4933,4479.763833333334,2651464.4408474746,79.3
356,Iceland,1995,237.455,2075064.777,1453933.1021,0.2,2730505.3340082974,78.1
357,Iceland,1996,242.923,2088740.5759999994,1520275.8280000002,7.56,2848417.8947648574,78.9
358,Iceland,1997,215.525,2108567.891,1453136.1034,14.919999999999998,2986277.249848427,79.0
359,Iceland,1998,239.05599999999998,2134262.782,1568678.3135,22.279999999999998,3311076.6434171316,79.7
360,Iceland,1999,220.46900000000002,2162901.8119999995,1632874.8966,29.639999999999997,3493035.009184532,79.4
361,Iceland,2000,228.831,2194985.022999999,1734854.0118,37.0,3661354.797817784,79.7
362,Iceland,2001,220.541,2226950.1179999993,1699708.4338,43.1,3729807.545754304,80.8
363,Iceland,2002,216.71599999999998,2250015.355,1672526.918,49.2,3904509.8094204688,80.6
364,Iceland,2003,210.02200000000002,2269862.6439999994,1764566.7659999998,55.3,3817254.1199732,81.0
365,Iceland,2004,209.023,2294537.601,1940605.7568,61.4,4122822.989293562,81.1
366,Iceland,2005,205.477,2336271.9409999996,2215353.3125,67.5,4465135.169787147,81.6
367,Iceland,2006,222.668,2397413.806000001,2429784.4658,203.46153846153845,4783101.992510997,81.2
368,Iceland,2007,258.33799999999997,2463290.324,2452382.9609,339.4230769230769,4996354.9261720115,81.5
369,Iceland,2008,378.811,2512030.165,2280152.5048,475.38461538461536,4667752.576045325,81.7
370,Iceland,2009,376.05800000000005,2522786.9469999997,2067461.8043,611.3461538461538,4202588.610561253,81.8
371,Iceland,2010,365.57800000000003,2521471.948,1996426.3374,747.3076923076923,4393301.879478225,82.0
372,Iceland,2011,353.159,2531654.675,2033991.4844,883.2692307692307,4682007.470831499,82.4
373,Iceland,2012,359.24,2547591.202,2060360.8841,1019.2307692307692,4798999.100119586,83.0
374,Iceland,2013,356.403,2573515.3690000004,2145533.1352,1155.1923076923076,4965684.673977272,82.1
375,Iceland,2014,376.124,2603995.3250000007,2190166.3863,1291.1538461538462,5086165.601679666,82.9
376,Iceland,2015,358.539,2633685.004,2293947.8295,1427.1153846153845,5484412.133077087,82.5
377,Iceland,2016,353.129,2672884.2169999997,2502735.0207,1563.0769230769229,6002866.584723852,82.3
378,Iceland,2017,362.69699999999995,2738124.7970000007,2616825.4383,1699.0384615384614,6607436.681673322,82.7
379,Ireland,1990,349.274,26998170.073,90173.29,1835.0,20956.228521079767,74.9
380,Ireland,1991,342.47,27193168.785,91913.3094,1935.6,23715.962904163363,75.1
381,Ireland,1992,328.402,27451667.529999994,94986.2234,2036.2,24890.29555416893,75.5
382,Ireland,1993,311.08,27652366.027000006,97543.8312,2136.8,26263.412110128167,75.3
383,Ireland,1994,295.105,27801264.396,103158.2854,2237.4,26623.8634700926,75.9
384,Ireland,1995,291.129,27984462.514999997,113096.9902,2338.0,27378.18848714637,75.6
385,Ireland,1996,287.605,28246808.635,121482.2595,3330.543,27910.825513911997,75.9
386,Ireland,1997,268.14799999999997,28613402.667999998,134728.3578,4323.086,29795.779021797836,76.1
387,Ireland,1998,271.965,28978656.623999994,146438.0664,5315.629,31844.1687605109,76.3
388,Ireland,1999,255.96099999999998,29334546.659999996,161819.256,6308.1720000000005,32803.771735451235,76.2
389,Ireland,2000,245.362,29758230.581,177104.3183,7300.715,33890.10265992217,76.6
390,Ireland,2001,241.16400000000002,30254254.376000002,186452.6487,7378.915,35423.64965761483,77.2
391,Ireland,2002,229.50900000000001,30847694.400999997,197490.3026,7457.115,36131.93901298173,77.7
392,Ireland,2003,220.095,31373388.835,203454.949,7535.3150000000005,37493.21718063624,78.2
393,Ireland,2004,215.52,31909941.416999996,217130.5015,7613.515,38774.48950959297,78.6
394,Ireland,2005,214.00400000000002,32637033.514000002,229506.6341,7691.715,40538.09350166724,79.0
395,Ireland,2006,196.86900000000003,33433553.658000007,241144.6883,7887.695,41310.215349012404,79.3
396,Ireland,2007,183.827,34581976.654999994,269904.0899,3643.6,42923.53744204374,79.7
397,Ireland,2008,176.072,35434676.50299999,275049.0844,3039.7,44590.71694466289,80.2
398,Ireland,2009,154.938,35806050.23700001,261078.7564,3135.4,46785.918530902934,80.3
399,Ireland,2010,141.744,35964815.949999996,240579.1929,13660.55,46987.214282742374,80.8
400,Ireland,2011,130.469,36114253.36,246474.988,3356.5,47185.6349972166,80.8
401,Ireland,2012,123.541,36265747.95500001,244326.6769,18492.206,46869.430102328595,80.9
402,Ireland,2013,116.693,36443870.8,248219.724,18710.035,45692.46481040807,81.0
403,Ireland,2014,110.037,36711235.735999994,284384.9756,18795.845999999998,45465.7535368414,81.4
404,Ireland,2015,110.537,37072194.400999986,396029.5454,18945.465,46433.12153212063,81.5
405,Ireland,2016,111.05,37512214.57500001,412362.956,19060.98,47051.832560894894,81.8
406,Ireland,2017,113.194,37965197.03800001,451532.4046,20958.386,46803.288671288,82.2
407,Israel,1990,16.67,35348977.173,406617.9099,23845.490620689656,52173.650210459346,76.7
408,Israel,1991,15.1,37599575.870000005,459382.00899999996,26732.59524137931,57544.01174963069,76.8
409,Israel,1992,16.48,38964475.192,486246.0457,29619.699862068963,62914.37328880204,76.6
410,Israel,1993,15.62,40030274.819000006,517325.1193,32506.80448275862,68284.73482797339,77.2
411,Israel,1994,19.84,41100174.341000006,553460.5974,35393.90910344828,73655.09636714472,77.5
412,Israel,1995,19.06,42233173.68599999,586751.5976,38281.01372413793,79025.45790631608,77.5
413,Israel,1996,478.17400000000004,43367873.658,618719.8079,41168.118344827584,87879.91316009579,78.2
414,Israel,1997,26.333000000000002,44528072.808000006,637116.6551,44055.22296551724,92303.75450261433,78.1
415,Israel,1998,22.324,45670272.00099998,662071.8363,46942.3275862069,97840.02423308966,78.2
416,Israel,1999,24.923000000000002,46906571.006999984,683331.6815,49829.432206896556,101422.01140642523,78.5
417,Israel,2000,375.88599999999997,48216569.908000015,733588.6906,52716.536827586206,105853.15191502956,78.8
418,Israel,2001,11.169,49419268.913,736442.3362,55603.64144827586,107856.530895474,79.3
419,Israel,2002,11.207,50468968.18099999,736841.1856,58490.74606896552,105355.9499652461,79.5
420,Israel,2003,283.635,51422967.697,741477.7803,61377.85068965517,101840.01944264882,79.7
421,Israel,2004,262.916,52366867.25699999,772515.1676,64264.95531034483,100487.437605515,80.2
422,Israel,2005,256.643,53330606.79,802733.5919,67152.05993103448,101327.92295308743,80.2
423,Israel,2006,237.923,54313488.29599999,847401.1817,70039.16455172414,105539.84200839036,80.6
424,Israel,2007,248.435,55318085.73500001,896325.7411,72926.2691724138,108123.78179716556,80.6
425,Israel,2008,244.959,56340229.109000005,923183.9901,75813.37379310344,107693.49570948414,81.0
426,Israel,2009,262.89599999999996,57829166.975999996,931716.6345,78700.47841379311,106160.87801641905,81.5
427,Israel,2010,267.843,58899545.893999994,983903.3659,81587.58303448276,106575.2354274136,81.7
428,Israel,2011,271.53700000000003,59978877.54800001,1030968.3587,84474.68765517241,108900.33780627493,81.7
429,Israel,2012,269.185,61058900.07300001,1054239.7636,87361.79227586207,103188.25520582897,81.8
430,Israel,2013,150.63,62179811.83800001,1097970.2041,90248.89689655173,104690.17439898617,82.1
431,Israel,2014,133.987,63359116.413,1139234.1224,93136.00151724138,105149.4504655312,82.2
432,Israel,2015,134.60399999999998,64604897.081,1165324.6453,96023.10613793104,107920.1251197164,82.1
433,Israel,2016,132.569,65857275.819000006,1224951.0439,98910.2107586207,111453.89988887998,82.5
434,Israel,2017,4.561,67118167.52600002,1271555.2659999998,101797.31537931034,114653.22351972818,82.6
435,Italy,1990,7213.021,455616916.1359999,7531166.152033,104684.42,26761.881535793334,77.1
436,Italy,1991,7553.003000000001,456817188.49600005,9683034.645771,104463.743,27310.4424674708,77.1
437,Italy,1992,7666.808000000001,457769659.01600003,9184980.730846,104243.066,27545.49459867517,77.5
438,Italy,1993,7752.859,458239982.2059999,7408625.811611,104022.389,27402.349176976266,77.8
439,Italy,1994,7334.219,458490545.296,4827657.207533999,103801.712,27325.17464377124,78.0
440,Italy,1995,7260.929,458532070.5289998,2030283.2971,103581.035,27067.521773701137,78.3
441,Italy,1996,6968.137,458786569.881,2056002.6174,105566.711,27532.825528677833,78.6
442,Italy,1997,6528.637,459328489.1539999,2093631.8288,107552.387,28328.40246128543,78.9
443,Italy,1998,6063.854,459752682.45299995,2696200.0,109538.063,28585.464013968496,79.1
444,Italy,1999,5613.549,460061705.80099994,4025100.0,111523.739,28981.315239853673,79.5
445,Italy,2000,4897.357,460426023.31000006,2278000.0,113509.415,29186.314286017834,79.9
446,Italy,2001,4574.168,460815920.96000004,2292096.4335,114086.4062,29520.826222981636,80.2
447,Italy,2002,3986.26,461570088.7109999,3582500.0,114663.3974,29531.601791822835,80.3
448,Italy,2003,4038.3070000000002,463608668.523,4187200.0,115240.38859999999,29714.674086282903,80.1
449,Italy,2004,3477.506,466564436.58199996,3477600.0,115817.3798,30512.3716195538,80.9
450,Italy,2005,3509.7459999999996,468820059.04000014,3134600.0,116394.371,31029.776625755865,80.9
451,Italy,2006,3362.69,470297199.542,3262600.0,95144.73525,31459.112602431134,81.4
452,Italy,2007,3423.155,472838079.79800004,3816600.0,73895.0995,31624.839162015967,81.5
453,Italy,2008,3548.6209999999996,476146703.99300003,3372100.0,52645.463749999995,31929.7924683156,81.6
454,Italy,2009,3154.986,478555520.269,2318528.3913,31395.827999999998,32056.21155176727,81.7
455,Italy,2010,3121.114,480397264.44400007,2349019.1812,119432.344,32493.230542681402,82.1
456,Italy,2011,2478.159,481497000.88499993,2337489.3354,110894.2752,32248.2642167732,82.3
457,Italy,2012,2704.452,482958819.6980002,36959268.1509,102356.2064,31522.982193708667,82.3
458,Italy,2013,2535.311,488870844.239,2224313.7511,93818.1376,31684.857392881135,82.8
459,Italy,2014,2298.637,493843556.638,2224212.5994,85280.06880000001,31831.535269146767,83.2
460,Italy,2015,2343.015,493979909.126,2241523.7429,76742.0,32115.285332198302,82.6
461,Italy,2016,2268.535,493814437.532,2375288.647,109699.18166666667,32364.828209829564,83.3
462,Italy,2017,2330.4829999999997,493775455.8650001,2494114.9304,142656.36333333334,32163.741212973004,83.0
463,Japan,1990,4359.054,989031771.0910002,453608500.0,175613.54499999998,2793504.341250855,78.9
464,Japan,1991,4320.4490000000005,995132671.6800002,482845400.0,176414.71399999998,2870061.5585109014,79.1
465,Japan,1992,4169.704000000001,1000854491.3470001,495055800.0,177215.883,2903779.4236955917,79.2
466,Japan,1993,4077.117,1005580529.037,495859712.2294,178017.052,2891670.9945248757,79.4
467,Japan,1994,4091.617,1009777746.782,501537700.0,178818.22100000002,2928857.1266180184,79.8
468,Japan,1995,4043.7329999999997,1013244032.046,515290567.5022,179619.39,2958240.705571746,79.6
469,Japan,1996,3962.2090000000003,1015982067.689,528430489.065,182625.57,2973699.5319527313,80.3
470,Japan,1997,3927.132,1020339879.282,534142500.0,185631.75,3017969.6766064055,80.5
471,Japan,1998,3764.735,1024990234.781,528405500.0,188637.93,3009079.3022439224,80.6
472,Japan,1999,3729.998,1028772274.218,528525177.756,191644.11,2994634.8085236377,80.5
473,Japan,2000,3764.849,1032315534.0580001,535231240.6581,194650.28999999998,2997007.6684639733,81.2
474,Japan,2001,3574.313,1036276136.2220001,528846195.5823,197509.3116,2943326.7193638203,81.5
475,Japan,2002,3446.0229999999997,1038009136.6730001,523622108.1222,200368.3332,2863003.710945738,81.8
476,Japan,2003,3374.533,1040124136.8369999,523871605.0701,203227.35479999997,2850520.11636265,81.8
477,Japan,2004,3277.34,1041207136.8500003,526763676.7783,206086.37639999998,2864378.848443294,82.1
478,Japan,2005,2956.422,1042372413.3640001,532205398.3943,208945.398,2907397.1322412123,82.0
479,Japan,2006,2961.9159999999997,1043129804.4980001,532873811.976,36428.0,2889446.5675422414,82.4
480,Japan,2007,2954.187,1043631237.7469999,535744023.9048,40309.0,2879385.7359583955,82.6
481,Japan,2008,2758.525,1043612320.7850001,526000458.8651,41820.0,2887103.380231052,82.7
482,Japan,2009,2662.447,1042878339.898,497630122.1868,44078.0,2827466.5399857666,83.0
483,Japan,2010,3295.4829999999997,1043861331.1569998,510019605.5882,44734.0,2857278.329996079,82.9
484,Japan,2011,2726.7270000000003,1042452203.376,505133820.1453,46576.0,2913817.591595454,82.7
485,Japan,2012,2807.362,1039414053.5879999,514793127.1392,40098.0,2855240.7580524925,83.2
486,Japan,2013,2724.875,1036809938.029,527041758.7079,40836.0,2851192.8473098823,83.4
487,Japan,2014,2626.1079999999997,1034301142.529,529119448.5653,42442.0,2828202.6518288567,83.7
488,Japan,2015,2510.936,1033222741.8260001,533546500.0,44287.0,2831017.2894776445,83.9
489,Japan,2016,2783.2329999999997,1031121831.524,535986400.0,46256.0,2874346.9513245225,84.1
490,Japan,2017,2656.052,1029571052.817,546324276.5558,44862.041,2891174.3120447253,84.2
491,Korea,1999,1072.323,365120617.5050001,824314368.8819,43468.082,14832893.91880552,75.5
492,Korea,2000,1122.844,368621180.067,905502490.585,42074.123,15303491.794673095,76.0
493,Korea,2001,1219.02,371849480.825,943885514.133,41300.3396,15886391.570543649,76.5
494,Korea,2002,1242.265,374617441.52900004,1019099332.6875,40526.5562,16650371.509964503,76.8
495,Korea,2003,1362.141,377217582.1739999,1037480553.6204,39752.7728,17479113.112356536,77.3
496,Korea,2004,1377.526,379414888.73899996,1061332539.0571,38978.9894,18227022.373304557,77.8
497,Korea,2005,1306.724,381217449.05300003,1102975803.9495,38205.206,18928854.970354747,78.2
498,Korea,2006,1274.969,384354423.04499996,1160067528.1402,67795.175,19248510.390615616,78.8
499,Korea,2007,1187.76,387424781.4639999,1223446615.6312,9112.0,19754704.38130183,79.2
500,Korea,2008,1044.925,391614996.152,1258060650.795,115801.128,19972298.602686398,79.6
501,Korea,2009,1014.133,394984053.23499995,1266961555.0313,131894.185,20258912.65709709,80.0
502,Korea,2010,1061.0510000000002,398401576.54200006,1349273432.0701,17353.0,20851094.622632865,80.2
503,Korea,2011,1040.017,403014551.711,1398949477.7846,124189.262,21414146.413180616,80.6
504,Korea,2012,1075.052,406209979.79499996,1431018965.4835,106447.335,21377902.108248252,80.9
505,Korea,2013,1090.4489999999998,409177845.91800004,1472464207.3837,110433.277,21885664.588177975,81.4
506,Korea,2014,1135.59,412696051.637,1521665829.6772,124957.226,21867338.749488797,81.8
507,Korea,2015,1154.829,415908105.4129999,1564123900.0,101993.247,22349153.688986097,82.1
508,Korea,2016,1245.434,418871014.89800006,1641786000.0,109434.227,23219806.43721925,82.4
513,Latvia,1994,388.37699999999995,20036294.080999997,14835.3909,66843.39654545454,6638219.015304312,77.66923076923077
514,Latvia,1995,356.64,19755687.987999998,22720.5634,58325.23045454545,3321901.5309213214,76.72307692307692
515,Latvia,1996,357.574,19543279.539000005,24159.9069,49807.06436363636,5584.0465383335295,75.77692307692308
516,Latvia,1997,330.923,19368559.077999998,1206500.0,41288.89827272727,5900.919467231276,74.83076923076923
517,Latvia,1998,314.637,19218598.662000004,14881900.0,32770.73218181818,6130.191958608916,73.88461538461539
518,Latvia,1999,309.267,19103662.058999997,16528600.0,24252.56609090908,6416.361526680684,72.93846153846154
519,Latvia,2000,285.519,18956687.508999992,17881200.0,15734.4,6789.39141550077,71.99230769230769
520,Latvia,2001,281.348,18743661.242999997,21409100.0,14125.1,7043.697725621507,71.04615384615384
521,Latvia,2002,268.45599999999996,18555017.338,23862300.0,14812.6,6881.283179857191,70.1
522,Latvia,2003,268.117,18398311.63500001,30082300.0,14207.391000000001,7451.934246491946,70.5
523,Latvia,2004,254.662,18219075.870999996,28103100.0,14029.4,8161.687336290798,70.8
524,Latvia,2005,226.00099999999998,18045175.924000002,29607900.0,39407.529,9662.890532735266,70.6
525,Latvia,2006,221.957,17898429.933999993,30222800.0,39409.619,10870.07863332826,70.6
526,Latvia,2007,201.387,17768133.736000005,35106500.0,38914.187,13732.361713519398,70.8
527,Latvia,2008,183.416,17596435.121,16804700.0,35416.117,14611.58150773267,72.0
528,Latvia,2009,193.46,17324158.185000002,43795.4521,37067.539000000004,13072.17360471117,72.6
529,Latvia,2010,155.643,16990054.945000004,41765.2274,85249.611,12484.464491884428,73.0
530,Latvia,2011,160.77200000000002,16705349.642,46687.3451,85870.393,12223.611556047632,73.7
531,Latvia,2012,163.916,16511678.514000002,47515.1095,85223.474,12838.695515035826,73.9
532,Latvia,2013,149.16299999999998,16338195.784,48383.5437,84836.668,13464.774647545399,74.1
533,Latvia,2014,144.466,16179553.577,48520.3306,85544.429,14423.1099035251,74.3
534,Latvia,2015,122.13600000000001,16038655.546,49717.3105,85319.269,15698.994265901702,74.6
535,Latvia,2016,119.464,15883149.675999999,50704.9943,65989.555,16656.850142470797,74.7
536,Latvia,2017,128.15,15734799.971000003,54607.1301,66390.57,17530.6217860387,74.8
542,Lithuania,1995,280.944,28643973.958000004,36241.2576,60527.28200000001,4741.8983356436,69.2
543,Lithuania,1996,296.85900000000004,28436525.538000003,38107.6675,59550.06733333334,5414.913563026687,70.3
544,Lithuania,1997,311.715,28236534.200000003,42145.0162,58572.85266666667,6084.162068489967,71.1
545,Lithuania,1998,294.444,28051041.073999997,45704.7679,57595.638000000006,6711.82371792967,71.4
546,Lithuania,1999,269.151,27885024.028,45249.312999999995,56618.42333333334,6988.178345303563,71.7
547,Lithuania,2000,183.43900000000002,27729310.643000007,46092.9677,55641.208666666666,6995.653507942266,72.1
548,Lithuania,2001,181.761,27549970.401000004,48725.6708,54663.994,7429.809934201803,71.7
549,Lithuania,2002,183.57,27385494.364,52344.8596,53686.77933333333,7929.023150830556,71.8
550,Lithuania,2003,177.747,27213114.152999997,57957.6298,52709.564666666665,8756.059532907771,72.1
551,Lithuania,2004,173.78599999999997,26951871.928000003,64891.8332,51732.35,9678.272273659824,72.0
552,Lithuania,2005,179.804,26564449.476,70387.0227,50755.13533333333,10737.521811174,71.3
553,Lithuania,2006,186.33700000000002,26192333.051000006,76495.9746,49777.920666666665,12400.368434138663,71.1
554,Lithuania,2007,191.75900000000001,25929666.844000004,87903.0539,48800.706,13358.296381270959,70.9
555,Lithuania,2008,181.454,25713582.452000003,90671.7518,48430.701,13862.463542876007,71.8
556,Lithuania,2009,173.525,25480749.699999996,68937.7911,48700.66,12219.371737578525,72.9
557,Lithuania,2010,169.80700000000002,25004085.381,70346.0328,49100.602,12298.691484523695,73.3
558,Lithuania,2011,203.38099999999997,24496735.132,74552.6069,50440.566,12764.36570542393,73.7
559,Lithuania,2012,173.4,24214594.351,76556.6104,52370.552,13058.645748707038,74.0
560,Lithuania,2013,173.65,24003405.674000002,79280.8197,53470.546,13622.689492514206,74.1
561,Lithuania,2014,169.173,23819271.269,82564.1393,55590.565,14223.022356409767,74.7
562,Lithuania,2015,163.735,23608334.891999997,86739.3153,57640.568,15105.213611965499,74.5
563,Lithuania,2016,158.782,23318348.468999997,87256.1333,59890.601,15931.069164787734,74.8
564,Lithuania,2017,162.282,23002341.912,94830.0723,62280.591,16914.7152372183,75.6
565,Luxembourg,1990,1220.705,3055180.3100000005,60878.653850999995,1798.7199999999998,39324.7992117096,75.6
566,Luxembourg,1991,1174.249,3092966.0119999987,65252.632359,1640.0805999999998,40870.898704038635,75.7
567,Luxembourg,1992,1062.15,3130653.9149999996,65542.62341,1481.4411999999998,42083.49929780486,75.3
568,Luxembourg,1993,1078.37,3169660.1340000005,67334.891838,1322.8018,43544.696474464465,75.9
569,Luxembourg,1994,904.6,3209620.5119999996,68903.582455,1164.1624,44485.275397015364,76.6
570,Luxembourg,1995,517.521,3251440.9760000003,71920.081897,1005.523,44772.68028993957,76.8
571,Luxembourg,1996,469.38800000000003,3293661.291,72047.75924500001,867.6184000000001,45635.2541680533,76.8
572,Luxembourg,1997,316.76099999999997,3334233.315,75184.09038200001,729.7138,46464.49408735376,77.0
573,Luxembourg,1998,134.304,3375769.435999999,78726.460725,591.8091999999999,46901.171893400235,77.3
574,Luxembourg,1999,131.266,3421663.759,84186.96386599999,453.90459999999996,48178.795914849536,77.9
575,Luxembourg,2000,100.0,3466537.68,89948.298847,316.0,50229.60869759219,78.0
576,Luxembourg,2001,117.471,3507109.404,91205.748922,302.6,51056.96236732447,77.9
577,Luxembourg,2002,105.501,3545853.3210000005,93674.274047,289.2,52320.173645555566,78.1
578,Luxembourg,2003,120.92299999999999,3591769.3170000003,94019.17898099999,275.8,52398.02259455427,77.8
579,Luxembourg,2004,130.648,3645829.514,96087.444795,262.4,53455.13444028713,79.2
580,Luxembourg,2005,133.05700000000002,3705019.517,97605.62036100001,249.0,54004.73528084813,79.5
581,Luxembourg,2006,117.773,3767941.142,6605358.378914,294.0,55145.950847349966,79.4
582,Luxembourg,2007,104.382,3830114.605999999,7071358.82103,1120.493,56964.6314380542,79.5
583,Luxembourg,2008,94.279,3903117.9779999997,22534504.741983,382.0,57270.660350998165,80.6
584,Luxembourg,2009,87.00399999999999,3980485.373000001,15141518.422235,354.0,58774.4421675704,80.7
585,Luxembourg,2010,82.435,4058696.8530000006,13683730.264889,464.0,59515.645794492906,80.7
586,Luxembourg,2011,82.21600000000001,4155356.356000001,8219744.753591,2565.723,59182.07539100457,81.1
587,Luxembourg,2012,75.561,4260993.9240000015,109740.9239,2495.491,59067.307597509265,81.5
588,Luxembourg,2013,76.116,4364541.4789999975,1663761.547843,2568.4700000000003,59963.04813620277,81.9
589,Luxembourg,2014,75.535,4473428.963,140541.485,1935.534,62311.3976825357,82.3
590,Luxembourg,2015,72.711,4585202.409,147147.8646,1954.578,63220.739811528234,82.4
591,Luxembourg,2016,74.367,4702315.783999999,134140.9809,1898.504,63201.23176911307,82.8
592,Luxembourg,2017,77.414,4810865.247999999,408776.230738,1948.57,64938.80729497917,82.2
593,Mexico,1999,7493.909000000001,728458221.784,13227655.0616,8496.726,79136.73184851834,73.2
594,Mexico,2005,41974.989,798225462.4029999,15363372.3337,6423.898,99651.9594499789,74.0
595,Mexico,2008,33036.104,838795310.5140002,16975996.1387,6304.948,104835.06185334847,74.1
596,Mexico,2013,4107.58,908273074.394,17855030.662,5957.094,107361.0793244115,74.6
597,Mexico,2014,3448.2870000000003,921230053.154,18226937.9449,5664.934,109140.91001760955,74.8
598,Mexico,2016,8243.0,945732594.693,20389541.610999998,6715.284000000001,113426.54336887576,75.2
599,Netherlands,1990,1141.272,118538296.62500003,517655.9144,5807.55,38086.692789458604,77.0
600,Netherlands,1991,1043.975,119480097.44,530281.7402,6048.3448,38668.2505616922,77.2
